鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
路竹區,房地(土地+建物),高雄市路竹區中山路1157巷61~90號,117.65,住,,,1070105,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1060213,204.73,5,2,4,有,無,10900000,53241,,0,0,建設公司簽約案件,RPXNMLQKQHNFFJE47CA
仁武區,房地(土地+建物),高雄市仁武區仁心路博愛巷2弄1~30號,106.25,,特定農業區,甲種建築用地,1070630,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,650115,69.45,3,2,1,有,無,3000000,43197,,0,0,,RPQNMLNJRHNFFIE98CA
大社區,房地(土地+建物)+車位,高雄市大社區大社路136巷1~30號,23.81,住,,,1070719,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820228,130.1,3,2,2,有,有,2800000,21522,坡道機械,0,0,,RPRNMLNLQHNFFIE56CA
仁武區,房地(土地+建物),高雄市仁武區永和一街169巷1~30號,102.36,住,,,1060918,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1070504,205.99,5,2,3,有,無,14350000,69664,,0,0,,RPPNMLRLQHNFFIE76CA
仁武區,房地(土地+建物),高雄市仁武區慈勇三街1~30號,108.44,住,,,1070726,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1070518,279.03,6,2,5,有,無,19580000,70172,,0,0,,RPPNMLSLQHNFFIE86CA
仁武區,房地(土地+建物),高雄市仁武區鳳仁路238巷1弄31~60號,95.96,住,,,1070709,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,801226,107.29,5,2,3,有,無,5400000,50331,,0,0,,RPUNMLLLQHNFFIE66CA
鳥松區,房地(土地+建物)+車位,高雄市鳥松區澄湖路208巷1~30號,28.64,住,,,1070803,土地1建物2車位2,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860113,266.78,4,2,2,有,有,8400000,31487,坡道平面,0,1000000,,RPVOMLRKQHNFFIE37CA
鳳山區,房地(土地+建物),高雄市鳳山區文東街218巷1~30號,79,住,,,1070720,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,681107,100,6,1,5,有,無,3800000,38000,,0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLOJRHNFFGE66CA
鳳山區,房地(土地+建物),高雄市鳳山區河堤街42巷1~30號,72.17,住,,,1070720,土地2建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,940615,208.95,4,2,2,有,無,11500000,55037,,0,0,,RPUNMLMLQHNFFGE56CA
鳳山區,房地(土地+建物),高雄市鳳山區五甲二路720巷1~30號,26.33,住,,,1070807,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710720,68.4,3,2,2,有,無,3900000,57018,,0,0,,RPQNMLLLQHNFFGE68CA
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段571~600號,7.27,住,,,1070719,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,980330,84.6,2,2,1,有,有,4200000,49645,,0,0,,RPVNMLRKQHNFFGE07CA
鳳山區,房地(土地+建物),高雄市鳳山區福安二街52巷1~30號,76,住,,,1070724,土地0建物1車位0,全,二層,透天厝,住商用,加強磚造,681230,92.88,2,1,1,有,無,2899700,31220,,0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLOKQHNFFGE56CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武慶二路56巷1~30號,10.67,住,,,1070729,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851130,126.17,3,2,2,有,有,4900000,38836,坡道機械,0,0,,RPSNMLPKQHNFFGE56CA
橋頭區,房地(土地+建物),高雄市橋頭區南溝路金福二巷18弄1~30號,87.67,住,,,1070628,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,681126,110.15,3,2,2,有,無,4700000,42669,,0,0,含增建或未登記建物。;,RPQOMLLMQHNFFFE78CA
岡山區,房地(土地+建物),高雄市岡山區華園一路61~90號,98,住,,,1070713,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,830720,220.87,4,2,4,有,無,8800000,39842,,0,0,,RPRNMLMLQHNFFFE78CA
橋頭區,房地(土地+建物),高雄市橋頭區公厝北路31~60號,195.46,,鄉村區,乙種建築用地,1070630,土地3建物2車位0,全,三層,透天厝,住家用,鋼筋混凝土造,830603,229.49,9,4,3,有,無,7500000,32681,,0,0,,RPSNMLRLQHNFFFE76CA
岡山區,房地(土地+建物),高雄市岡山區?子中街66巷31~60號,105,,鄉村區,乙種建築用地,1070725,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1041109,182.7,4,2,3,有,無,7000000,38314,,0,0,,RPQOMLPKQHNFFFE98CA
左營區,房地(土地+建物),高雄市左營區新莊一路151~180號,11.66,住,,,1070626,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830603,104.64,3,2,2,有,有,4300000,41093,,0,0,親友、員工或其他特殊關係間之交易。;,RPVPMLRJRHNFFEE07CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德中路241~270號,27.24,住,,,1070707,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1040803,195.9,4,2,2,有,有,10270000,51929,坡道平面,25.09,1400000,,RPSPMLKKRHNFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區南屏路91~120號,12.47,住,,,1070702,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010914,110.23,2,2,1,有,有,6500000,58968,坡道平面,0,0,,RPXPMLOJRHNFFEE96CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街1141~1170號,33.88,住,,,1070715,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1060603,197.58,4,1,2,有,有,10000000,52203,坡道平面,32.84,1400000,,RPVPMLLLQHNFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區金田街22巷1~30號,106,住,,,1070730,土地2建物1車位0,全,三層,透天厝,,鋼筋混凝土造,700808,215.73,2,1,1,有,無,5800000,26885,,0,0,含增建或未登記建物。;,RPPNMLOKQHNFFEE58CA
左營區,房地(土地+建物),高雄市左營區大中二路421~450號,22.05,住,,,1070709,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830621,113.27,3,1,2,有,有,5400000,47674,,0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLLLQHNFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區重忠路61~90號,21.91,住,,,1070711,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070419,166.25,3,2,2,有,有,11950000,75291,坡道平面,33.83,1980000,,RPVNMLQKQHNFFEE76CA
左營區,房地(土地+建物)+車位,高雄市左營區重忠路91~120號,16.81,住,,,1070720,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070419,127.62,2,2,1,有,有,8710000,73675,坡道平面,33.83,1800000,,RPOOMLQKQHNFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區重忠路61~90號,16.94,住,,,1070714,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070419,128.54,2,2,1,有,有,8900000,74966,坡道平面,33.83,1800000,,RPPOMLQKQHNFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區重忠路91~120號,16.81,住,,,1070716,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070419,127.62,2,2,1,有,有,8180000,68024,坡道平面,33.83,1800000,,RPROMLQKQHNFFEE09CA
楠梓區,建物,高雄市楠梓區宏毅二路南十巷1~30號,0,,,,1070704,土地0建物1車位0,全,一層,透天厝,,磚造,531001,56.57,3,2,2,有,無,3000000,53032,,0,0,,RPPNMLRKQHNFFEE88CA
楠梓區,房地(土地+建物),高雄市楠梓區興西路121~150號,6.59,商,,,1070727,土地1建物1車位0,十三層,二十二層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070105,86.15,2,1,1,有,有,4000000,46431,,0,0,,RPVNMLRKQHNFFEE86CA
楠梓區,房地(土地+建物),高雄市楠梓區藍昌路215巷1~30號,61,住,,,1070703,土地1建物1車位0,全,二層,透天厝,,加強磚造,651202,74,4,2,2,有,無,3300000,44595,,0,0,,RPVRMLOKQHNFFEE96CA
楠梓區,建物,高雄市楠梓區後勁東路155巷18弄1~30號,0,,,,1070724,土地0建物1車位0,全,四層,透天厝,住家用,見使用執照,930115,310.57,4,2,3,有,無,690000,2222,,0,0,親友、員工或其他特殊關係間之交易。;一等親買賣,RPWNMLPKQHNFFEE76CA
楠梓區,房地(土地+建物),高雄市楠梓區金和街168巷61~90號,11.31,住,,,1070115,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070606,99.75,2,1,2,有,有,4060000,40702,,0,0,預售屋,RPQQMLOKQHNFFEE98CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區高峰街61~90號,20.72,住,,,1060707,土地2建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070427,156.51,3,1,2,有,有,6050000,39087,坡道平面,31.15,1150000,預售屋,RPRQMLOKQHNFFEE09CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區高峰街61~90號,20.72,住,,,1060821,土地2建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070427,156.31,3,1,2,有,有,6300000,40268,坡道平面,31.15,1260000,預售屋,RPSQMLOKQHNFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區高峰街61~90號,14.23,住,,,1070130,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070427,87.75,2,1,2,有,有,3760000,42849,,0,0,預售屋,RPTQMLOKQHNFFEE66CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區藍田路841~870號,20.31,住,,,1070719,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031013,133.3,3,2,2,有,有,6300000,47262,坡道平面,15.38,0,,RPRPMLMLQHNFFEE88CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫二路1~30號,27.06,住,,,1070730,土地1建物1車位1,六層,二十三層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1040216,159.48,3,2,2,有,有,8350000,52358,坡道平面,0,0,,RPPQMLMLQHNFFEE78CA
左營區,房地(土地+建物)+車位,高雄市左營區重光路31~60號,11.03,住,,,1070707,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,870403,111.81,2,2,1,有,有,5000000,44719,坡道平面,0,0,廚房、浴室、主臥、次臥及客廳外推建商施工,RPXPMLRLQHNFFEE37CA
左營區,房地(土地+建物)+車位,高雄市左營區新榮街91~120號,30.77,住,,,1070608,土地1建物1車位2,二十六層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030704,363.97,3,2,3,有,有,33880000,90730,坡道平面,44.56,4900000,,RPROMLTLQHNFFEE86CA
三民區,房地(土地+建物)+車位,高雄市三民區灣中街241~270號,18.85,住,,,1070721,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950711,137.67,3,2,2,有,有,6500000,47214,坡道平面,0,0,,RPUOMLRJRHNFFDE76CA
三民區,房地(土地+建物),高雄市三民區吉林街139巷1~30號,16,住,,,1070801,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,590630,26.72,3,1,2,有,無,2600000,97305,,0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLMKRHNFFDE68CA
三民區,房地(土地+建物),高雄市三民區建和街1~30號,20.43,商,,,1070705,土地1建物1車位0,一層，二層，三層，騎樓,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,860902,211.35,4,2,3,有,有,9000000,42583,,0,0,,RPUNMLPJRHNFFDE09CA
三民區,房地(土地+建物)+車位,高雄市三民區澄清路691~720號,20.56,住,,,1070710,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010208,123.06,2,2,2,有,有,6620000,53795,坡道機械,10.82,0,,RPOOMLRLQHNFFDE88CA
三民區,房地(土地+建物),高雄市三民區大昌一路222巷1~30號,65.7,住,,,1070616,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,651222,118.29,4,2,3,有,無,6600000,55795,,0,0,,RPSOMLNLQHNFFDE88CA
三民區,房地(土地+建物),高雄市三民區建工路346巷1~30號,61.41,其他,,,1070625,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,580815,140.78,2,4,2,有,無,6800000,48302,,0,0,,RPTOMLNLQHNFFDE98CA
三民區,房地(土地+建物)+車位,高雄市三民區建興路61~90號,9.5,商,,,1070727,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010611,102.07,2,1,1,有,有,5250000,51435,坡道機械,12.97,0,,RPTNMLNLQHNFFDE88CA
三民區,房地(土地+建物),高雄市三民區南台路195巷1~30號,2.93,商,,,1070724,土地1建物1車位0,二十五層,二十五層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,870929,38.16,1,1,1,有,有,2050000,53721,,0,0,,RPUNMLRKQHNFFDE66CA
三民區,房地(土地+建物)+車位,高雄市三民區建國三路331~360號,13.84,商,,,1070712,土地2建物1車位2,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021112,304.26,3,2,2,有,有,15250000,50122,坡道平面,0,0,,RPTPMLOKQHNFFDE09CA
三民區,房地(土地+建物)+車位,高雄市三民區建國三路331~360號,20.05,商,,,1070712,土地2建物1車位2,十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021112,430.74,4,2,3,有,有,20200000,46896,坡道平面,0,0,,RPPNMLPKQHNFFDE58CA
三民區,房地(土地+建物),高雄市三民區愛國路91~120號,4.78,住,,,1070804,土地1建物1車位0,六層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,950726,23.22,0,0,0,無,有,1200000,51680,,0,0,含增建或未登記建物。;,RPROMLPKQHNFFDE88CA
三民區,房地(土地+建物)+車位,高雄市三民區中華二路211~240號,21.41,住,,,1070707,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021003,222.96,4,2,2,有,有,13000000,58306,坡道平面,22.12,0,,RPOPMLPKQHNFFDE68CA
前鎮區,房地(土地+建物),高雄市前鎮區景德路72巷1~30號,29.82,住,,,1070615,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,721130,110.1,3,2,2,有,無,2060000,18710,,0,0,附家電傢俱本買賣標的物確有壁癌及滲漏水之情事，買方以明知同意自行修繕，賣方已相當減價出售予買方，買方同意賣方對本買賣標的物無須負擔瑕疵擔保責任。,RPPNMLKLQHNFFCE08CA
小港區,房地(土地+建物),高雄市小港區高坪十三街181~210號,101.87,住,,,1070627,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,941011,160.12,5,2,4,有,無,6700000,41844,,0,0,,RPTOMLNLQHNFFCE88CA
小港區,房地(土地+建物)+車位,高雄市小港區青山街93巷1~30號,13.79,住,,,1070721,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970311,112.68,3,2,1,有,有,4150000,36830,坡道機械,13.6,0,,RPUNMLLMQHNFFCE78CA
小港區,房地(土地+建物),高雄市小港區永義街92巷1弄1~30號,24.6,住,,,1070621,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,690811,69.91,3,1,2,有,無,1200000,17165,,0,0,本買賣案件係屬三親等間特殊交易，其交易價格可能異於市場正常交易價格。,RPRNMLQKQHNFFCE78CA
小港區,房地(土地+建物),高雄市小港區行義街31~60號,17.8,商,,,1070717,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,750527,77.63,3,2,2,有,無,2200000,28340,,0,0,,RPPOMLQKQHNFFCE68CA
小港區,房地(土地+建物),高雄市小港區平和十路5巷1弄1~30號,33.96,住,,,1070719,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,730106,101.77,3,2,2,有,無,2400000,23583,,0,0,,RPOPMLOKQHNFFCE48CA
新興區,房地(土地+建物),高雄市新興區七賢一路451~480號,4.24,商,,,1070718,土地2建物1車位0,十層,十二層,套房(1房1廳1衛),,鋼筋混凝土造,701204,35.37,1,1,1,有,有,785000,22194,,0,0,,RPRNMLKLQHNFFBE18CA
苓雅區,房地(土地+建物),高雄市苓雅區三多三路181~210號,38,商,,,1070622,土地1建物1車位0,全,五層,透天厝,,鋼筋混凝土加強磚造,620321,173.58,5,2,5,有,無,10350000,59627,,0,0,親友、員工或其他特殊關係間之交易。,RPTNMLNLQHNFFBE68CA
苓雅區,房地(土地+建物)+車位,高雄市苓雅區民族二路61~90號,12.03,商,,,1070716,土地1建物1車位1,十二層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030901,275.78,4,2,2,有,有,20000000,72522,坡道平面,19.72,0,,RPQOMLOLQHNFFBE58CA
苓雅區,房地(土地+建物),高雄市苓雅區武廟路126巷1~30號,31,住,,,1070716,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,700429,105.19,3,2,1,有,無,3500000,33273,,0,0,,RPRNMLTLQHNFFBE09CA
苓雅區,房地(土地+建物),高雄市苓雅區輔仁路102巷1~30號,32.01,住,,,1070715,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,750321,108.68,3,2,2,有,有,4500000,41406,,0,0,,RPPPMLOKQHNFFBE48CA
苓雅區,房地(土地+建物),高雄市苓雅區武慶三路122巷1~30號,53,住,,,1070616,土地1建物1車位0,全,二層,透天厝,,加強磚造,600830,68.31,5,2,2,有,無,3500000,51237,,0,0,含增建或未登記建物。;,RPSNMLPKQHNFFBE68CA
新興區,房地(土地+建物),高雄市新興區復興一路1~30號,14.15,商,,,1070723,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,701229,141.88,4,2,2,有,有,5000000,35241,,0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLPKQHNFFBE88CA
苓雅區,房地(土地+建物),高雄市苓雅區林西街31~60號,72,住,,,1070711,土地1建物1車位0,全,二層,透天厝,,加強磚造,620330,94.12,4,3,2,有,無,6454400,68576,,0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLPKQHNFFBE48CA
